,Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg
760,56.0,298.0,46.5,86.0,0.0,4.0,42.1,19.0,,,,,53.8,52.0,57.5,351.0,55.3,76.0,100.0,1.0,False,36.15,66.65,-30.500000000000007,36.15,66.65
761,75.0,8.0,66.7,3.0,57.5,247.0,60.0,10.0,56.9,72.0,,,58.3,621.0,56.1,107.0,30.0,10.0,,,False,63.22,48.13,15.089999999999996,63.22,48.13
762,,,,,0.0,1.0,53.2,124.0,,,46.9,211.0,,,,,66.7,6.0,55.3,38.0,False,26.6,56.3,-29.699999999999996,26.6,56.3
763,62.8,78.0,45.8,48.0,70.2,57.0,56.2,73.0,,,46.9,211.0,61.9,21.0,,,64.7,17.0,59.7,149.0,True,58.75,58.3,0.45000000000000284,58.75,58.3
764,56.4,399.0,48.8,172.0,57.1,98.0,44.1,145.0,,,52.0,750.0,45.0,20.0,47.4,38.0,75.0,12.0,40.4,52.0,True,51.6,51.96,-0.35999999999999943,51.6,51.96
765,,,46.7,30.0,33.3,3.0,53.7,67.0,27.3,11.0,,,51.4,1565.0,50.0,4.0,38.5,26.0,,,False,40.25,46.63,-6.380000000000003,40.25,46.63
766,33.3,3.0,56.2,723.0,63.0,46.0,49.0,100.0,54.5,620.0,61.1,126.0,55.3,208.0,100.0,2.0,40.0,5.0,,,False,51.2,64.1,-12.899999999999991,51.2,64.1
767,56.4,39.0,55.3,208.0,51.0,1103.0,47.6,105.0,64.1,78.0,69.2,52.0,70.0,60.0,0.0,1.0,70.0,10.0,,,True,54.88,52.3,2.5800000000000054,54.88,52.3
768,54.6,238.0,50.6,87.0,64.0,50.0,52.0,50.0,,,35.3,17.0,56.0,773.0,50.0,8.0,58.3,264.0,43.6,39.0,True,55.3,48.64,6.659999999999997,55.3,48.64
769,55.9,136.0,56.5,23.0,51.7,744.0,49.9,2325.0,,,53.1,145.0,50.5,97.0,,,45.3,64.0,50.0,4.0,False,53.5,49.72,3.780000000000001,53.5,49.72
770,50.0,28.0,68.4,38.0,50.0,56.0,55.9,272.0,47.5,80.0,63.6,11.0,51.2,172.0,83.3,6.0,50.0,10.0,,,False,54.36,62.03,-7.670000000000002,54.36,62.03
771,53.9,191.0,53.7,374.0,37.5,8.0,41.7,12.0,20.0,5.0,,,100.0,1.0,45.0,20.0,57.3,281.0,,,False,41.36,67.43,-26.070000000000007,41.36,67.43
772,,,50.5,97.0,25.0,12.0,57.1,224.0,54.3,35.0,58.0,157.0,35.0,20.0,63.9,72.0,54.1,37.0,,,False,46.72,52.75,-6.030000000000001,46.72,52.75
773,52.3,109.0,0.0,2.0,,,55.5,348.0,25.0,12.0,50.7,67.0,63.0,46.0,,,45.5,55.0,,,False,33.2,53.07,-19.869999999999997,33.2,53.07
774,71.4,7.0,40.0,5.0,60.8,125.0,56.3,32.0,,,59.3,305.0,52.6,342.0,0.0,1.0,38.1,21.0,54.8,502.0,True,57.12,40.96,16.159999999999997,57.12,40.96
775,76.5,17.0,37.5,24.0,50.0,8.0,55.4,626.0,100.0,1.0,50.0,2.0,61.4,127.0,65.7,67.0,50.0,8.0,,,True,63.88,56.78,7.100000000000001,63.88,56.78
776,50.0,88.0,53.3,15.0,0.0,2.0,0.0,1.0,0.0,1.0,52.6,542.0,100.0,1.0,85.7,7.0,54.3,46.0,,,False,20.66,73.15,-52.49000000000001,20.66,73.15
777,,,45.1,182.0,50.0,2.0,58.5,82.0,,,62.5,8.0,52.4,918.0,40.0,5.0,,,50.0,16.0,False,51.2,51.22,-0.01999999999999602,51.2,51.22
778,50.7,936.0,54.9,51.0,33.3,3.0,54.1,74.0,52.6,19.0,58.0,352.0,50.0,4.0,61.5,26.0,,,,,False,49.12,56.5,-7.380000000000003,49.12,56.5
779,52.8,2025.0,60.0,100.0,66.7,6.0,50.0,2.0,,,57.4,129.0,46.2,26.0,56.2,477.0,49.2,128.0,53.6,56.0,True,57.38,52.52,4.859999999999999,57.38,52.52
780,0.0,1.0,50.0,10.0,50.0,6.0,44.4,18.0,45.5,55.0,51.2,1282.0,42.9,21.0,54.4,206.0,100.0,1.0,,,False,37.98,62.12,-24.14,37.98,62.12
781,62.9,560.0,60.3,375.0,52.7,55.0,,,,,52.3,1019.0,54.1,296.0,42.9,7.0,54.9,1172.0,44.8,29.0,True,58.63,49.8,8.830000000000005,58.63,49.8
782,53.6,802.0,,,100.0,1.0,50.0,2.0,66.7,15.0,52.3,1019.0,58.4,89.0,55.2,58.0,52.4,42.0,,,True,67.58,54.58,13.0,67.58,54.58
783,53.6,802.0,53.8,537.0,44.4,36.0,50.6,168.0,,,51.2,43.0,50.0,2.0,44.4,9.0,31.6,19.0,51.9,314.0,False,50.6,45.82,4.780000000000001,50.6,45.82
784,53.5,441.0,52.8,36.0,52.9,17.0,59.3,295.0,60.8,181.0,60.0,25.0,40.0,10.0,57.4,310.0,56.6,228.0,,,False,55.86,53.5,2.3599999999999994,55.86,53.5
785,50.0,8.0,,,60.0,15.0,50.0,4.0,,,35.7,14.0,65.6,61.0,52.8,199.0,46.3,67.0,46.2,65.0,False,53.33,49.32,4.009999999999998,53.33,49.32
786,,,,,57.8,901.0,,,,,53.9,449.0,47.6,21.0,54.1,429.0,,,57.1,7.0,True,57.8,53.18,4.619999999999997,57.8,53.18
787,52.9,70.0,53.1,614.0,51.6,1127.0,44.8,29.0,,,52.2,525.0,54.3,46.0,70.8,24.0,60.0,5.0,66.7,15.0,False,50.6,60.8,-10.199999999999996,50.6,60.8
788,41.1,56.0,42.1,19.0,37.5,32.0,59.5,195.0,,,46.3,67.0,58.2,146.0,65.2,69.0,52.2,797.0,53.7,328.0,False,45.05,55.12,-10.07,45.05,55.12
789,51.7,1029.0,41.7,24.0,37.5,32.0,50.0,44.0,,,69.0,42.0,58.2,275.0,42.9,14.0,46.4,235.0,55.4,83.0,False,45.22,54.38,-9.160000000000004,45.22,54.38
790,,,46.2,93.0,56.1,164.0,56.5,23.0,,,45.2,42.0,52.1,698.0,0.0,1.0,42.5,80.0,57.5,40.0,True,52.93,39.46,13.469999999999999,52.93,39.46
791,58.3,151.0,0.0,3.0,51.2,82.0,57.1,7.0,,,100.0,2.0,65.4,26.0,,,66.7,3.0,58.3,36.0,False,41.65,72.6,-30.949999999999996,41.65,72.6
792,,,37.8,74.0,45.1,142.0,66.7,15.0,,,59.2,125.0,53.8,1006.0,50.0,2.0,75.0,4.0,54.9,122.0,False,49.87,58.58,-8.71,49.87,58.58
793,55.9,272.0,49.1,161.0,50.8,59.0,33.3,3.0,,,,,,,26.9,26.0,52.7,91.0,59.5,205.0,False,47.28,46.37,0.9100000000000037,47.28,46.37
794,53.6,802.0,51.7,116.0,49.5,1053.0,0.0,3.0,0.0,4.0,59.6,223.0,57.3,769.0,56.7,67.0,50.0,14.0,,,False,30.96,55.9,-24.939999999999998,30.96,55.9
795,63.3,49.0,67.9,84.0,66.0,94.0,49.4,79.0,72.5,51.0,46.2,13.0,48.6,35.0,52.8,72.0,42.0,50.0,,,True,63.82,47.4,16.42,63.82,47.4
796,33.3,12.0,,,61.4,127.0,63.6,33.0,,,61.7,107.0,52.8,36.0,50.0,12.0,50.0,20.0,,,False,52.77,53.62,-0.8499999999999943,52.77,53.62
797,56.4,140.0,,,49.6,764.0,46.2,13.0,54.2,144.0,,,50.0,2.0,59.8,82.0,58.1,86.0,,,False,51.6,55.97,-4.369999999999997,51.6,55.97
798,55.3,514.0,64.0,247.0,36.8,19.0,,,56.3,167.0,55.8,77.0,0.0,1.0,49.7,163.0,56.8,44.0,,,True,53.1,40.58,12.520000000000003,53.1,40.58
799,53.4,889.0,35.7,14.0,,,53.9,89.0,52.1,755.0,49.1,53.0,59.8,388.0,,,0.0,3.0,37.5,8.0,True,48.78,36.6,12.18,48.78,36.6
800,40.6,32.0,,,,,66.7,15.0,,,40.0,5.0,53.1,638.0,,,57.5,40.0,51.7,145.0,False,53.65,50.58,3.0700000000000003,53.65,50.58
801,37.2,78.0,,,64.3,14.0,,,,,45.5,66.0,50.0,2.0,58.4,77.0,53.4,232.0,57.4,136.0,False,50.75,52.94,-2.1899999999999977,50.75,52.94
802,56.2,413.0,64.0,186.0,,,51.6,217.0,53.8,697.0,46.4,84.0,62.9,116.0,,,52.9,860.0,,,True,56.4,54.07,2.3299999999999983,56.4,54.07
803,47.6,63.0,25.0,4.0,0.0,1.0,,,50.0,6.0,55.3,376.0,50.0,36.0,50.0,56.0,39.5,38.0,50.0,2.0,False,30.65,48.96,-18.310000000000002,30.65,48.96
804,53.3,959.0,61.7,133.0,46.7,15.0,83.3,6.0,70.0,10.0,47.6,63.0,80.0,5.0,54.9,457.0,51.7,60.0,100.0,1.0,False,63.0,66.84,-3.8400000000000034,63.0,66.84
805,50.0,6.0,51.3,969.0,50.4,470.0,66.3,86.0,60.0,5.0,55.9,111.0,50.0,8.0,59.3,177.0,33.3,3.0,60.5,76.0,False,55.6,51.8,3.8000000000000043,55.6,51.8
806,0.0,3.0,64.3,70.0,63.5,104.0,63.8,47.0,44.4,54.0,53.0,1251.0,75.0,8.0,49.9,1995.0,,,54.3,129.0,False,47.2,58.05,-10.849999999999994,47.2,58.05
807,59.8,281.0,58.3,767.0,62.0,200.0,58.3,12.0,75.0,36.0,33.3,3.0,56.7,97.0,41.7,12.0,56.1,41.0,42.9,21.0,True,62.68,46.14,16.54,62.68,46.14
808,64.4,135.0,60.8,79.0,49.9,1995.0,,,,,25.0,4.0,46.5,198.0,,,30.0,10.0,53.3,15.0,True,58.37,38.7,19.669999999999995,58.37,38.7
809,64.4,73.0,63.2,57.0,52.0,709.0,53.9,2651.0,58.3,12.0,47.8,23.0,53.2,395.0,56.8,310.0,55.0,109.0,47.6,210.0,True,58.36,52.08,6.280000000000001,58.36,52.08
810,,,58.8,1193.0,,,49.0,51.0,50.0,34.0,52.6,97.0,55.4,65.0,49.9,1995.0,56.3,332.0,54.3,105.0,False,52.6,53.7,-1.1000000000000014,52.6,53.7
811,75.5,53.0,52.7,256.0,50.0,22.0,44.9,49.0,60.9,161.0,64.4,73.0,53.3,441.0,,,60.3,1744.0,54.5,11.0,False,56.8,58.12,-1.3200000000000003,56.8,58.12
812,53.4,384.0,57.8,45.0,,,100.0,2.0,55.1,227.0,20.0,10.0,56.5,23.0,61.3,80.0,61.5,65.0,57.2,222.0,True,66.58,51.3,15.280000000000001,66.58,51.3
813,53.1,64.0,50.0,4.0,,,65.6,32.0,57.6,92.0,51.2,291.0,55.2,87.0,25.0,8.0,60.0,25.0,50.0,24.0,True,56.58,48.28,8.299999999999997,56.58,48.28
814,51.5,2817.0,52.8,36.0,53.1,493.0,37.5,56.0,50.0,62.0,,,,,55.5,440.0,43.8,16.0,55.2,29.0,True,48.98,51.5,-2.520000000000003,48.98,51.5
815,54.6,449.0,100.0,1.0,55.9,227.0,0.0,4.0,55.2,29.0,50.0,6.0,53.8,13.0,53.3,1020.0,0.0,1.0,51.5,167.0,True,53.14,41.72,11.420000000000002,53.14,41.72
816,50.0,6.0,66.7,6.0,,,55.6,162.0,60.0,30.0,44.4,27.0,56.9,153.0,29.4,17.0,33.3,27.0,51.4,111.0,True,58.08,43.08,15.0,58.08,43.08
817,,,66.7,6.0,52.6,152.0,44.4,18.0,60.0,30.0,64.4,73.0,55.7,97.0,49.6,401.0,,,57.1,28.0,False,55.92,56.7,-0.7800000000000011,55.92,56.7
818,,,46.7,15.0,100.0,1.0,75.0,4.0,57.5,40.0,33.3,3.0,50.0,10.0,48.5,97.0,87.5,8.0,58.8,119.0,True,69.8,55.62,14.18,69.8,55.62
819,50.0,6.0,53.6,69.0,55.6,18.0,,,61.5,179.0,60.6,94.0,53.7,374.0,52.2,23.0,,,57.9,729.0,True,55.18,56.1,-0.9200000000000017,55.18,56.1
820,50.9,220.0,38.5,13.0,56.8,37.0,49.7,308.0,47.6,147.0,53.3,30.0,57.7,26.0,50.0,14.0,46.7,15.0,77.8,18.0,False,48.7,57.1,-8.399999999999999,48.7,57.1
821,58.5,487.0,60.0,45.0,53.3,92.0,46.0,341.0,40.0,5.0,75.0,4.0,63.6,11.0,55.2,344.0,56.3,295.0,54.5,11.0,False,51.56,60.92,-9.36,51.56,60.92
822,62.8,121.0,53.4,348.0,47.6,21.0,48.1,54.0,52.7,258.0,53.9,631.0,65.4,133.0,50.0,22.0,52.9,34.0,51.0,51.0,True,52.92,54.64,-1.7199999999999989,52.92,54.64
823,52.7,1715.0,56.7,97.0,51.8,1066.0,55.0,547.0,50.5,95.0,51.6,897.0,61.8,68.0,50.3,153.0,54.8,515.0,54.2,371.0,False,53.34,54.54,-1.1999999999999957,53.34,54.54
824,54.0,459.0,51.8,1199.0,,,57.1,224.0,75.0,16.0,64.4,73.0,41.7,12.0,48.6,74.0,,,62.8,43.0,True,59.48,54.38,5.099999999999994,59.48,54.38
825,43.8,32.0,55.4,65.0,,,46.5,142.0,54.3,46.0,53.2,675.0,48.6,383.0,60.5,43.0,50.0,76.0,42.9,7.0,False,50.0,51.04,-1.0399999999999991,50.0,51.04
826,58.1,117.0,62.5,32.0,54.2,48.0,48.6,107.0,57.4,204.0,46.4,97.0,46.7,15.0,68.9,61.0,46.5,71.0,51.8,371.0,True,56.16,52.06,4.099999999999994,56.16,52.06
827,67.4,92.0,65.7,99.0,0.0,1.0,51.1,45.0,0.0,1.0,55.2,594.0,56.7,97.0,56.1,41.0,,,63.2,247.0,False,36.84,57.8,-20.959999999999994,36.84,57.8
828,64.5,76.0,56.5,23.0,53.3,30.0,47.1,34.0,55.6,54.0,52.9,191.0,44.4,54.0,56.7,30.0,75.0,4.0,73.0,63.0,False,55.4,60.4,-5.0,55.4,60.4
829,0.0,1.0,27.3,11.0,38.5,13.0,49.5,105.0,66.7,3.0,41.2,17.0,55.4,65.0,53.4,1057.0,53.1,226.0,42.9,21.0,False,36.4,49.2,-12.800000000000004,36.4,49.2
830,51.9,52.0,62.5,24.0,57.4,47.0,33.3,6.0,50.0,4.0,64.4,73.0,54.1,222.0,100.0,3.0,59.9,147.0,53.3,15.0,False,51.02,66.34,-15.32,51.02,66.34
831,72.0,25.0,50.0,18.0,,,47.5,80.0,59.2,218.0,,,55.2,250.0,54.3,877.0,50.9,53.0,,,True,57.18,53.47,3.710000000000001,57.18,53.47
832,70.6,17.0,,,52.0,25.0,60.0,60.0,,,0.0,2.0,56.7,97.0,25.0,4.0,62.5,24.0,58.9,107.0,True,60.87,40.62,20.25,60.87,40.62
833,53.1,275.0,52.8,36.0,52.8,1005.0,42.9,21.0,,,65.4,78.0,,,50.0,12.0,53.5,142.0,47.5,99.0,False,50.4,54.1,-3.700000000000003,50.4,54.1
834,0.0,1.0,56.7,97.0,56.3,119.0,50.6,85.0,,,69.7,132.0,,,53.4,700.0,28.6,7.0,,,False,40.9,50.57,-9.670000000000002,40.9,50.57
835,55.4,370.0,57.9,133.0,72.5,40.0,62.5,24.0,100.0,1.0,53.3,30.0,55.4,65.0,53.5,170.0,,,53.3,285.0,True,69.66,53.88,15.779999999999994,69.66,53.88
836,,,21.7,23.0,58.6,29.0,75.0,4.0,,,53.1,431.0,66.7,30.0,59.0,580.0,52.3,153.0,59.1,198.0,True,51.77,58.04,-6.269999999999996,51.77,58.04
837,42.2,45.0,,,51.6,521.0,50.5,194.0,41.9,31.0,50.0,6.0,52.9,522.0,51.8,1066.0,44.1,34.0,35.7,14.0,False,46.55,46.9,-0.3500000000000014,46.55,46.9
838,49.5,95.0,75.4,57.0,,,53.6,194.0,,,44.9,69.0,50.8,59.0,40.0,5.0,54.9,224.0,53.4,734.0,True,59.5,48.8,10.700000000000003,59.5,48.8
839,56.0,175.0,54.9,102.0,48.6,109.0,25.0,4.0,50.8,61.0,66.7,18.0,,,68.4,19.0,60.2,88.0,50.0,16.0,True,47.06,61.32,-14.259999999999998,47.06,61.32
840,58.2,330.0,,,63.2,38.0,54.2,131.0,50.3,298.0,54.9,164.0,,,55.0,20.0,27.8,18.0,56.3,16.0,True,56.48,48.5,7.979999999999997,56.48,48.5
841,52.2,23.0,44.2,52.0,,,38.5,13.0,80.0,5.0,54.4,579.0,,,,,55.0,60.0,62.3,106.0,True,53.72,57.23,-3.509999999999998,53.72,57.23
842,56.3,48.0,,,56.5,23.0,55.3,613.0,50.3,298.0,22.2,9.0,53.2,267.0,56.0,25.0,52.5,244.0,40.0,20.0,True,54.6,44.78,9.82,54.6,44.78
843,52.6,213.0,43.8,48.0,45.5,22.0,58.3,48.0,,,50.0,88.0,,,53.8,65.0,44.1,34.0,66.7,105.0,False,50.05,53.65,-3.6000000000000014,50.05,53.65
844,59.9,187.0,59.0,310.0,63.2,19.0,51.2,43.0,62.7,158.0,0.0,1.0,,,44.4,18.0,40.0,5.0,50.0,54.0,True,59.2,33.6,25.6,59.2,33.6
845,52.6,135.0,59.0,134.0,56.8,44.0,50.0,24.0,62.5,16.0,55.0,378.0,,,57.8,901.0,54.4,114.0,52.9,17.0,False,56.18,55.02,1.1599999999999966,56.18,55.02
846,52.3,111.0,,,53.8,650.0,42.9,7.0,60.0,50.0,33.3,12.0,47.7,44.0,57.1,7.0,61.1,54.0,42.9,35.0,True,52.25,48.42,3.8299999999999983,52.25,48.42
847,58.5,41.0,54.1,399.0,56.8,44.0,37.2,43.0,46.2,13.0,66.7,9.0,,,34.3,35.0,73.3,15.0,70.6,17.0,False,50.56,61.22,-10.659999999999997,50.56,61.22
848,54.8,449.0,,,31.3,16.0,50.0,16.0,45.5,11.0,54.5,301.0,,,53.1,277.0,57.7,52.0,57.5,146.0,False,45.4,55.7,-10.300000000000004,45.4,55.7
849,66.7,96.0,57.1,7.0,55.6,36.0,63.2,106.0,62.5,32.0,59.9,147.0,,,55.4,386.0,,,100.0,2.0,False,61.02,71.77,-10.749999999999993,61.02,71.77
850,60.7,107.0,,,59.4,101.0,,,40.0,15.0,53.3,257.0,,,52.1,802.0,44.1,68.0,60.0,45.0,True,53.37,52.38,0.9899999999999949,53.37,52.38
851,,,47.9,146.0,54.8,42.0,50.0,2.0,54.2,72.0,63.0,73.0,,,,,36.8,19.0,44.0,25.0,False,51.72,47.93,3.789999999999999,51.72,47.93
852,53.3,703.0,52.6,57.0,50.0,8.0,52.6,211.0,53.7,551.0,,,,,33.3,9.0,80.0,5.0,50.9,55.0,True,52.44,54.73,-2.289999999999999,52.44,54.73
853,48.4,31.0,,,55.8,428.0,57.1,7.0,55.6,18.0,66.7,12.0,57.1,56.0,66.7,9.0,53.2,47.0,51.8,695.0,False,54.22,59.1,-4.880000000000003,54.22,59.1
854,58.3,12.0,,,66.7,3.0,83.3,6.0,,,25.0,4.0,0.0,1.0,36.4,11.0,53.1,337.0,68.4,19.0,True,69.43,36.58,32.85000000000001,69.43,36.58
855,50.0,24.0,50.0,12.0,55.1,118.0,50.4,238.0,60.6,66.0,,,,,55.8,52.0,48.5,33.0,46.9,32.0,True,53.22,50.4,2.8200000000000003,53.22,50.4
856,,,67.2,67.0,75.0,4.0,45.0,60.0,,,0.0,1.0,55.0,20.0,33.3,12.0,0.0,1.0,42.9,14.0,True,62.4,26.24,36.16,62.4,26.24
857,51.3,39.0,62.5,8.0,64.7,17.0,75.0,24.0,59.5,37.0,60.0,10.0,,,51.3,150.0,54.2,190.0,57.1,7.0,True,62.6,55.65,6.950000000000003,62.6,55.65
858,59.0,195.0,,,57.1,42.0,62.2,37.0,57.9,38.0,48.7,119.0,53.0,534.0,,,48.0,25.0,50.6,79.0,True,59.05,50.08,8.969999999999999,59.05,50.08
859,56.3,80.0,60.7,28.0,53.8,13.0,55.6,27.0,54.1,61.0,54.8,62.0,,,49.5,93.0,52.9,51.0,56.3,16.0,False,56.1,53.38,2.719999999999999,56.1,53.38
860,55.3,376.0,42.9,21.0,61.5,156.0,47.0,83.0,50.4,246.0,,,,,45.7,46.0,55.6,518.0,57.1,294.0,True,51.42,52.8,-1.3799999999999955,51.42,52.8
861,,,42.9,21.0,60.9,46.0,45.2,42.0,50.0,2.0,66.7,3.0,,,56.9,137.0,53.6,448.0,,,False,49.75,59.07,-9.32,49.75,59.07
862,0.0,1.0,,,49.0,49.0,55.3,197.0,,,50.0,20.0,,,66.7,6.0,53.1,32.0,55.1,147.0,False,34.77,56.22,-21.449999999999996,34.77,56.22
863,54.2,24.0,30.8,13.0,63.8,80.0,50.0,18.0,44.4,18.0,,,,,61.4,171.0,57.6,92.0,55.9,590.0,False,48.64,58.3,-9.659999999999997,48.64,58.3
864,43.8,32.0,49.7,181.0,50.0,18.0,50.6,77.0,44.0,25.0,64.8,108.0,,,53.8,106.0,54.8,31.0,57.3,75.0,False,47.62,57.68,-10.060000000000002,47.62,57.68
865,55.4,92.0,70.6,68.0,48.1,54.0,53.5,43.0,57.1,28.0,46.8,77.0,,,33.3,3.0,44.4,18.0,54.3,409.0,False,56.94,44.7,12.239999999999995,56.94,44.7
866,55.3,427.0,,,36.0,25.0,34.1,44.0,52.4,21.0,61.1,36.0,,,45.5,11.0,49.2,63.0,28.6,14.0,True,44.45,46.1,-1.6499999999999986,44.45,46.1
867,,,,,54.9,102.0,48.1,52.0,54.2,120.0,50.8,197.0,51.1,701.0,42.3,26.0,42.9,7.0,55.1,147.0,False,52.4,48.44,3.960000000000001,52.4,48.44
868,28.6,7.0,48.1,27.0,55.7,79.0,58.4,221.0,50.0,54.0,72.5,69.0,52.7,55.0,50.0,20.0,61.1,18.0,,,False,48.16,59.08,-10.920000000000002,48.16,59.08
869,52.3,413.0,50.5,95.0,56.5,69.0,60.0,30.0,46.2,13.0,,,,,54.4,147.0,53.0,389.0,54.9,931.0,True,53.1,54.1,-1.0,53.1,54.1
870,55.8,138.0,,,52.0,1248.0,39.0,59.0,,,0.0,1.0,51.5,136.0,,,52.1,94.0,48.1,266.0,True,48.93,37.92,11.009999999999998,48.93,37.92
871,75.0,12.0,,,60.0,10.0,54.1,37.0,0.0,2.0,52.8,89.0,,,75.0,12.0,52.7,1422.0,52.7,423.0,False,47.28,58.3,-11.019999999999996,47.28,58.3
872,66.7,9.0,,,51.1,45.0,47.4,19.0,63.9,61.0,42.9,14.0,53.4,88.0,68.9,90.0,0.0,1.0,59.6,57.0,True,57.28,44.96,12.32,57.28,44.96
873,54.2,118.0,,,38.1,21.0,50.0,6.0,55.6,9.0,37.5,24.0,59.2,480.0,45.7,94.0,51.5,33.0,,,False,49.48,48.48,1.0,49.48,48.48
874,56.8,292.0,49.4,79.0,53.4,88.0,58.1,31.0,,,56.1,171.0,60.3,224.0,63.6,55.0,52.9,155.0,52.3,44.0,False,54.42,57.04,-2.6199999999999974,54.42,57.04
875,51.8,112.0,,,66.7,42.0,,,,,,,25.0,4.0,36.7,30.0,42.5,113.0,57.1,7.0,True,59.25,40.33,18.92,59.25,40.33
876,48.6,870.0,55.5,632.0,52.8,250.0,40.0,25.0,54.3,81.0,52.5,530.0,,,54.9,384.0,56.8,257.0,50.0,10.0,True,50.24,53.55,-3.309999999999995,50.24,53.55
877,33.3,9.0,,,47.5,61.0,53.5,434.0,34.6,26.0,55.8,310.0,53.6,233.0,60.4,111.0,41.7,12.0,57.5,167.0,False,42.22,53.8,-11.579999999999998,42.22,53.8
878,41.2,17.0,56.0,662.0,,,56.8,146.0,55.9,299.0,100.0,2.0,,,40.0,35.0,53.0,264.0,28.6,21.0,False,52.48,55.4,-2.9200000000000017,52.48,55.4
879,100.0,6.0,,,100.0,6.0,50.0,10.0,60.0,5.0,,,48.4,188.0,58.7,598.0,42.9,14.0,54.5,33.0,True,77.5,51.12,26.380000000000003,77.5,51.12
880,50.6,156.0,55.7,79.0,100.0,2.0,59.4,32.0,44.9,69.0,45.5,11.0,,,46.1,256.0,,,40.0,10.0,True,62.12,43.87,18.25,62.12,43.87
881,50.0,2.0,58.8,114.0,50.8,63.0,33.3,15.0,35.0,20.0,41.5,41.0,,,,,,,60.1,163.0,True,45.58,50.8,-5.219999999999999,45.58,50.8
882,51.8,301.0,52.8,290.0,67.4,86.0,52.4,252.0,53.4,88.0,0.0,3.0,,,47.8,23.0,,,31.6,19.0,True,55.56,26.47,29.090000000000003,55.56,26.47
883,56.9,422.0,53.8,106.0,25.0,4.0,46.3,41.0,50.0,4.0,60.0,5.0,56.1,458.0,65.3,95.0,55.6,18.0,,,False,46.4,59.25,-12.850000000000001,46.4,59.25
884,54.4,507.0,,,66.7,6.0,,,,,30.0,10.0,,,50.0,14.0,45.5,22.0,54.5,11.0,False,60.55,45.0,15.549999999999997,60.55,45.0
885,64.0,50.0,46.2,13.0,58.9,246.0,,,30.8,13.0,65.4,52.0,,,57.9,164.0,35.7,14.0,87.5,8.0,False,49.98,61.62,-11.64,49.98,61.62
886,20.0,30.0,,,,,50.7,440.0,47.2,106.0,40.0,5.0,52.9,34.0,51.2,123.0,45.8,24.0,45.5,11.0,True,39.3,47.08,-7.780000000000001,39.3,47.08
887,52.4,837.0,50.0,40.0,53.4,749.0,100.0,2.0,52.5,482.0,,,,,63.0,54.0,,,66.7,3.0,True,61.66,64.85,-3.1899999999999977,61.66,64.85
888,56.3,538.0,53.8,253.0,44.4,27.0,64.3,56.0,,,54.3,820.0,,,100.0,3.0,47.9,121.0,41.2,17.0,False,54.7,60.85,-6.149999999999999,54.7,60.85
889,66.7,15.0,33.3,3.0,58.8,17.0,47.2,53.0,,,54.8,73.0,,,57.2,264.0,50.0,10.0,56.0,368.0,False,51.5,54.5,-3.0,51.5,54.5
890,57.6,177.0,52.8,89.0,,,52.2,464.0,54.8,62.0,33.3,3.0,,,54.5,77.0,27.3,11.0,59.7,236.0,True,54.35,43.7,10.649999999999999,54.35,43.7
891,25.0,4.0,,,53.4,652.0,50.0,42.0,53.6,110.0,54.2,452.0,,,,,60.9,46.0,59.8,132.0,False,45.5,58.3,-12.799999999999997,45.5,58.3
892,49.0,473.0,,,61.4,228.0,33.3,15.0,,,40.9,22.0,60.2,103.0,56.3,16.0,60.0,5.0,56.8,229.0,False,47.9,54.84,-6.940000000000005,47.9,54.84
893,,,,,,,48.9,614.0,49.5,481.0,55.8,138.0,,,53.9,764.0,59.7,62.0,47.1,34.0,True,49.2,54.12,-4.919999999999995,49.2,54.12
894,40.0,5.0,0.0,2.0,,,52.4,21.0,,,54.2,120.0,70.0,30.0,66.7,15.0,62.4,133.0,,,False,30.8,63.32,-32.519999999999996,30.8,63.32
895,58.6,29.0,,,53.8,26.0,,,56.4,218.0,42.9,21.0,54.4,57.0,50.0,10.0,94.1,17.0,64.2,134.0,False,56.27,61.12,-4.849999999999994,56.27,61.12
896,20.0,5.0,,,,,46.0,341.0,,,59.0,144.0,50.0,6.0,68.4,19.0,59.3,113.0,35.3,17.0,False,33.0,54.4,-21.4,33.0,54.4
897,57.7,123.0,56.4,94.0,59.4,32.0,20.0,5.0,,,48.7,39.0,62.6,155.0,50.5,410.0,49.8,410.0,50.9,110.0,False,48.38,52.5,-4.119999999999997,48.38,52.5
898,75.0,4.0,,,50.0,28.0,54.4,239.0,60.0,80.0,53.6,261.0,55.6,126.0,50.0,14.0,51.8,170.0,44.0,25.0,False,59.85,51.0,8.850000000000001,59.85,51.0
899,56.3,126.0,50.7,71.0,56.0,241.0,58.7,104.0,60.0,20.0,,,51.7,234.0,38.5,65.0,53.1,130.0,50.0,20.0,True,56.34,48.32,8.020000000000003,56.34,48.32
